Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
50035,France,"The two signature white grapes of Côtes de Gascogne give a wine flavored with tropical fruit and honey. It is delicate, ripe and just off dry. The wine is ready to drink although it will be better at the end of 2015.",No. 4 Gros & Petit Manseng,87,11.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine Uby 2014 No. 4 Gros & Petit Manseng White (Côtes de Gascogne),Gros and Petit Manseng,Domaine Uby
31387,France,"One of the leading producers in the small appellation of Reuilly, Jean-Michel Sorbe reveals the typically soft, rounded character of this gentle wine. It has acidity, of course, along with citrus, but it remains calm, attractive and immediately drinkable.",,88,,Loire Valley,Reuilly,,Roger Voss,@vossroger,Jean-Michel Sorbe 2013 Sauvignon Blanc (Reuilly),Sauvignon Blanc,Jean-Michel Sorbe
81785,France,"Spicy, aromatic and fruity, this is an immediately attractive wine. It's full of lemon, mango and orange peel, round and rich.",,87,14.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Houchart 2014 White (Côtes de Provence),Provence white blend,Domaine Houchart
66675,France,"Clean, ripe apple notes glide across nose and palate in a fruity, refreshing, balanced and easy-drinking white. Drink soon while aromas are at their peak.",Les Natures,88,21.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Baptiste Adam 2014 Les Natures Pinot Blanc (Alsace),Pinot Blanc,Jean-Baptiste Adam
46036,France,"The wine has all the warmth and ripe fruit of the vintage. Its tangy character is balanced by apple and pear fruits, along with refreshing acidity. Smoothly textured, the wine is ready to drink.",Les Demoiselles,88,25.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine Benoît & Mathieu Fleuriet 2015 Les Demoiselles  (Menetou-Salon),Sauvignon Blanc,Domaine Benoît & Mathieu Fleuriet
30114,France,"The match for the red wine under the same name, this wine comes from organically grown vines in the village of Champtin. It is rich, full of white currant as well as crisp apple. The tight texture and intense minerality mark it out as a wine to age, while its elegance underlines its fine future. Drink from 2018.",Sauvage,95,73.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Pascal Jolivet 2014 Sauvage  (Sancerre),Sauvignon Blanc,Pascal Jolivet
103642,France,"Minerally and structured wine with a serious and complex range of flavors. The wine is richly textured, layering black currant fruits, a very dry character with dense tannins and intense acidity. It shows the potential for elegance and balance. Drink from 2017.",Cuvée Icône du Château de Haute-Serre,93,140.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2010 Cuvée Icône du Château de Haute-Serre Malbec (Cahors),Malbec,Georges Vigouroux
94121,France,"Rich, yet always elegant, this has a raspberry flavor and terrific acidity that creates tension, contrasting with the opulent fruit. While it's structured, it will soften and round out over the next five years.",,95,290.0,Burgundy,Mazis-Chambertin,,Roger Voss,@vossroger,Domaine Faiveley 2010  Mazis-Chambertin,Pinot Noir,Domaine Faiveley
82830,France,"Fermented and aged briefly in wood, this is dry, intense and toasty while still giving space for white fruits and some citrus. Richly endowed, spicy, and tangy, its structure and tight texture mark it out as a Champagne for long-term aging. The aftertaste is brisk, packed with acidity and with reminiscences of the oak-aging in the vanilla finish. Drink this bottling from 2018.",Brut Sous Bois,95,80.0,Champagne,Champagne,,Roger Voss,@vossroger,Billecart-Salmon NV Brut Sous Bois  (Champagne),Champagne Blend,Billecart-Salmon
122364,France,"There is a touch of earthiness typical of Menetou-Salon in this wine. It brings out gooseberry, catty flavors as well as swathes of citrus. Very crisp, this is a wine that could do with a year to round out.",Côtes des Morogues,87,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Fournier Père et Fils 2012 Côtes des Morogues  (Menetou-Salon),Sauvignon Blanc,Fournier Père et Fils
92260,France,"Ruinart's Blanc de Blancs is structured and intensely minerally, but with a rich, full, creamy palate. It is finely balanced—elegant yet fruity—with a bright, crisp aftertaste. Drink now.",Blanc de Blancs Brut,93,65.0,Champagne,Champagne,,Roger Voss,@vossroger,Ruinart NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Ruinart
107731,France,"A lively Champagne, initially all froth and fizz. But get through that and there is a pleasant, slightly sweet wine— perhaps more full-bodied than some. The primary red-fruit flavors have been lessened by some bottle age, leaving a wine which has a hint of maturity.",Rosé Top,86,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Heidsieck & Co Monopole NV Rosé Top  (Champagne),Champagne Blend,Heidsieck & Co Monopole
41336,France,"Light, bright and fruity, this is a delicious glass of wine. It's fresh and crisp with fragrant white fruits layered with zesty citrus. It has a cool feel, with bright acidity adding lift to the finish.",,87,20.0,France Other,Chignin,,Roger Voss,@vossroger,Domaine les Cantates 2012 Jacquère (Chignin),Jacquère,Domaine les Cantates
1330,France,"From organically grown grapes, this firmly structured red wine is stalky while also rich with potential. It is young, dense with tannins as well as black-currant fruit. The wine will need to age, so drink from 2019.",,90,22.0,Provence,Côtes de Provence Sainte-Victoire,,Roger Voss,@vossroger,Château Grand Boise 2015 Red (Côtes de Provence Sainte-Victoire),Provence red blend,Château Grand Boise
106594,France,"A soft, open wine, kept together by its dry tannins. Good black fruits, fresh acidity and an attractive smoky character.",,85,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Monroze 2008  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Monroze
24423,France,"Situated in the southern Médoc village of Macau, on the edge of the deep Margaux gravels, this estate has produced an impressive and structured wine. It is concentrated with its black currants and dark tannins. It is likely to develop slowly over several years. Drink from 2021.",,92,17.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Belle-Vue 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Belle-Vue
116721,France,"This domaine is now sold through the Jean-Marc Brocard family. This is a rich wine with yellow fruit as well as crisper citrus. There is a touch of pepper that lifts the fine acidity and the ripe apple and peach. At the end, the wine is crisp and clean.",Les Grandes Vignes,89,25.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Chenevières 2015 Les Grandes Vignes  (Chablis),Chardonnay,Domaine Chenevières
23390,France,"This is rounded, rich, missing some acidity but with the compensation of ripe yellow fruits layered with pineapple and spice from wood. With all its sweetness, it is not for aging.",Clos Rochette,87,31.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2009 Clos Rochette  (Mercurey),Chardonnay,Domaine Faiveley
56295,France,"Serious amounts of new wood dominate this still young wine. It has weight and there is great juicy black currant fruit underneath the dry wood character. Once it opens up again, this is going to be a delicious, structured wine. Drink from 2016.",,89,50.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Grand Bertin de Saint Clair 2010  Médoc,Bordeaux-style Red Blend,Château Grand Bertin de Saint Clair
38215,France,"From parcels of old vines in the Côte des Blancs, this limited-edition wine is a beautiful Chardonnay. It is finely woven, tightly textured and crisp in apple skin and lemon notes. Concentration from the low-yielding vines gives great depth and the potential to still age well. Drink this exceptional wine from 2017.",La Vigne aux Gamins Cuvée de 3435,94,150.0,Champagne,Champagne,,Roger Voss,@vossroger,Thiénot 2004 La Vigne aux Gamins Cuvée de 3435 Chardonnay (Champagne),Chardonnay,Thiénot
44445,France,"Rather lean and austere, this is a tight, structured wine. Its future lies in the firm tannins and the juicy red-currant fruit. Wait for this wine and don't drink before 2020.",Aux Serpentières Premier Cru,90,75.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Michel et Joana Ecard 2014 Aux Serpentières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Michel et Joana Ecard
22364,France,"Beautifully aromatic notes of ripe citrus peel rise from the glass—think tangerine and juicy clementine. These flavors become more zesty on the full-flavored, concentrated but linear palate. This is not overtly aromatic as Muscat would usually suggest but more concentrated, more serious, with an alluring citrus-scented core that promises beautiful development over the years. There is great balance, lasting length and beautiful poise. Drink 2017–2025.",Kirchberg de Ribeauville Grand Cru,94,33.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2015 Kirchberg de Ribeauville Grand Cru Muscat (Alsace),Muscat,Kuentz-Bas
53316,France,"This is a rounded, ripe and full-bodied wine, with spice and light toastiness that give richness. Apple and green-plum flavors are enhanced by the creamy texture and touches of apricots. It is young and drinkable now, although will likely be much better from the end of 2016.",,88,40.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Chartron et Trébuchet 2014  Pouilly-Fuissé,Chardonnay,Chartron et Trébuchet
78456,France,"Formerly called Le Sillage, this second white wine from Château Malartic-Lagravière is a worthy partner to the top wine. It has a finely rich and balanced character, yellow fruits topped with a light citrus touch and spice from new wood. It should be ready to drink this summer, but will certainly benefit from a few more months' aging.",La Réserve de Malartic,89,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Malartic-Lagravière 2007 La Réserve de Malartic  (Pessac-Léognan),Bordeaux-style White Blend,Château Malartic-Lagravière
75836,France,"While this wine is not powerful, it has elegance to go with the ripe fruit, fresh honey, lemon flavors and a core of dense dryness. With this vintage, Rayne Vigneau seems to be back where its vineyard, next to Yquem, suggests it should be.",,92,110.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château de Rayne Vigneau 2005  Sauternes,Bordeaux-style White Blend,Château de Rayne Vigneau
11210,France,"Perfumed green fruits, a crisp texture and layers of tight acidity all point to a wine that is too young to drink. Its hints of ripe white fruits and tangy orange peel are still developing. Drink from 2017.",,88,28.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Nicolas Gaudry 2014  Pouilly-Fumé,Sauvignon Blanc,Nicolas Gaudry
28950,France,"Grated lime zest on the nose leads to an uncompromisingly but refreshingly brisk palate. This has freshness and a stony, almost chalky depth and wonderful concentration and freshness. It's dry, brisk and invigorating.",Signature,90,15.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,René Muré 2014 Signature Sylvaner (Alsace),Sylvaner,René Muré
113294,France,"A fresh, lightly herbal blend of most of the grapes of Gascony. It is crisp, lemon, currant and grapefruit flavored and bright as a button. The wine is made to be drunk young.",L'Eclat,85,10.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Joÿ 2015 L'Eclat White (Côtes de Gascogne),White Blend,Domaine de Joÿ
17766,France,"The wine is structured and with intense acidity and a tight texture. A mineral character goes through the wine, contrasting with the red fruit. It is a serious wine that will repay aging, so drink from 2018. This organic vineyard is switching to biodynamic.",Les Charmes,92,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de la Bonne Tonne 2014 Les Charmes  (Morgon),Gamay,Domaine de la Bonne Tonne
35365,France,"Chardonnay is an important part of the landscape in the Sézanne area south of Epernay. This ripe, toasty wine has a rich, warm take on the grape. Almonds and hazelnuts mingle with peach and pear flavors giving a creamy character. The bottling is ready to drink.",Lady de N. Cuvée Brut,92,67.0,Champagne,Champagne,,Roger Voss,@vossroger,Le Brun de Neuville NV Lady de N. Cuvée Brut Chardonnay (Champagne),Chardonnay,Le Brun de Neuville
45203,France,"Berry fruits and very soft tannins mark this wine. It has a green pepper edge to it, allied to high acidity. Drink within two years.",,84,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Grand Rolland 2008  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Grand Rolland
32378,France,"Plum and berry, cherry and red apple all appear readily on nose and palate of this fruit-driven rosé. The palate tones this down with some bitter edges but they still remain lithe and refreshing. The finish is reminiscent of bruised apple. This will work better with food than as a mere apéritif.",Extra Brut Rosé,87,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Charles Frey 2014 Extra Brut Rosé Pinot Noir (Alsace),Pinot Noir,Domaine Charles Frey
23566,France,"Lightweight wine that seems somewhat dilute with flavors of green plums, bright acidity and a very soft texture.",,84,17.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2008  Petit Chablis,Chardonnay,Simonnet-Febvre
32210,France,"Very jammy in character, this is a soft, ripe wine. It seems almost too ripe, a wine that is rounded without great texture. It will be ready to drink by the end of the year.",Clos des Gatsulards,85,37.0,Burgundy,Santenay,,Roger Voss,@vossroger,Louis Jadot 2011 Clos des Gatsulards  (Santenay),Pinot Noir,Louis Jadot
123687,France,"This is a big, bold wine with superripe fruit. It is saved from great excess by its tannins and acidity. It does have some bitterness from the high toast wood aging. The wine should soften out to leave a rich fruity wine. Drink from 2021.",L'Etendard de Château Valade,90,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Valade 2014 L'Etendard de Château Valade  (Saint-Émilion),Bordeaux-style Red Blend,Château Valade
114736,France,"This is already a beautiful wine. An intense flavor of dried apricot fruit is balanced by a serious core of botrytis. With its underlying acidity, this is concentrated, ripe and sure to age well. Drink from 2021.",Castelnau de Suduiraut,93,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Suduiraut 2014 Castelnau de Suduiraut  (Sauternes),Bordeaux-style White Blend,Château Suduiraut
123579,France,"An elegant wine, this is full of ripe black-fruit flavors, and it has a rich, velvety texture. The acidity and minerality give this wine a sense of structure that promises good aging potential.",Les Taillepieds Premier Cru,91,,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Champy 2010 Les Taillepieds Premier Cru  (Volnay),Pinot Noir,Domaine Champy
123920,France,"This is a caramel-flavored blend of Merlot, Tannat, Cabernet Sauvignon, Cabernet Franc, Syrah and Malbec. That's a range, but the result is an attractive fruity and soft wine. It is bright at the end with plenty of acidity. The wine is ready to drink.",Harmonie de Gascogne,85,12.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Pellehaut 2016 Harmonie de Gascogne Rosé (Côtes de Gascogne),Rosé,Domaine de Pellehaut
42129,France,The acidity dominates this super-fresh wine. The red currant juice flavor is mixed with candied lemon and a soft texture.,Rosé Brut,83,80.0,Champagne,Champagne,,Roger Voss,@vossroger,J. de Telmont NV Rosé Brut  (Champagne),Champagne Blend,J. de Telmont
73961,France,"This pretty wine, with its pale pink color, is soft and fruity. Strawberry flavors give it a ripe character that's reflected in the light acidity on the finish. Drink now.",,85,12.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château l'Orangerie 2016 Rosé (Bordeaux Rosé),Rosé,Château l'Orangerie
72686,France,"This wine is soft and fruity, with just a minimum of tannin. It offers strawberry and red currant, combining softness with acidity. The aftertaste, with its acidity, is dry while fresh. Drink from 2016.",Vinum,86,20.0,France Other,Vin de France,,Roger Voss,@vossroger,Château la Colombière 2013 Vinum Negrette (Vin de France),Negrette,Château la Colombière
28268,France,"Full bodied and richly tannic, this heavily extracted wine seems almost like too much of a good thing. Leather and cedar aromas give way to flavors of roasted meat, tapenade and asphalt and finish slightly warm. Maybe some time in the cellar will help dial this wine down.",,87,34.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Clos de l'Hermitage 2009 Red (Côtes du Rhône),Rhône-style Red Blend,Clos de l'Hermitage
120877,France,"Aged for 10 years on its lees, this impressively complex wine shows that Muscadet can age. It is ripe, toasty, spicy and with a rich concentrated texture. It's a special, unusual style of wine that is now fully mature and should be drunk.",Origine du Haut Bourg,91,20.0,Loire Valley,Muscadet Côtes de Grandlieu,,Roger Voss,@vossroger,Domaine du Haut Bourg 2003 Origine du Haut Bourg  (Muscadet Côtes de Grandlieu),Melon,Domaine du Haut Bourg
83878,France,"This is a delicate Pinot Gris, medium-sweet in style, taking its cue from the baked apple flavor and fragrant acidity. A touch of spice gives a counterpoint to the refreshing aftertaste.",Marckrain Grand Cru,89,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Michel Fonne 2008 Marckrain Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Michel Fonne
121551,France,"From a small parcel in the Lamothe-Vincent vineyard, this rich, structured wine shows a strong relationship with terroir and minerality. It has power and intensity, while still preserving enough freshness. Drink from 2016.",Le Grand Rossignol du Château Lamothe Vincent,90,25.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Lamothe-Vincent 2010 Le Grand Rossignol du Château Lamothe Vincent  (Bordeaux Supérieur),Merlot,Château Lamothe-Vincent
8056,France,"The year's bottle aging has rounded this wine out and has softened the fresh red fruits into a more generous, full-bodied texture. The acidity, always present shows as a counterpoint to the ripe fruits. Drink now.",,86,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Dupeuble Père et Fils 2012  Beaujolais,Gamay,Domaine Dupeuble Père et Fils
96581,France,"This soft, gentle wine is defined by its notes of pepper and spice. The light acidity is just a hint in the full, rounded palate.",Bollenberg,84,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine François Schmitt 2011 Bollenberg Auxerrois (Alsace),Auxerrois,Domaine François Schmitt
28692,France,"Simple, attractive wine, with confected spice, lychee and rounded, warm flavors. Honey and rosehip add interest, with a hint of final pepper.",,86,20.0,Alsace,Alsace,,Roger Voss,@vossroger,Jean Albrecht 2010 Gewürztraminer (Alsace),Gewürztraminer,Jean Albrecht
21799,France,"This medium-weight rosé offers rich aromas and flavors of honeydew, hard strawberry and cherry, with additional hints of yellow flowers and garrigue herbs on the nose. Ample acidity keeps the palate fresh and lifted, finishing somewhat prickly and mouthwatering.",La Balade,89,20.0,Languedoc-Roussillon,Côtes de Thongue,,Lauren Buzzeo,@laurbuzz,Domaine Montrose 2014 La Balade Rosé (Côtes de Thongue),Rosé,Domaine Montrose
43763,France,"Chiroubles is highest of the Beaujolais cru villages, producing wines with good structure. This wine, with its firm tannins, shows some aging potential. It has acidity and ripe red-plum flavors over a dry core. Drink from 2017.",Eté Fleuri,88,18.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Eté Fleuri  (Chiroubles),Gamay,Vignerons de Bel Air
41112,France,"Smooth and perfumed, this has a delicious, ripe black-fruit character. It is full of wood, spice and smoky tannins that demand aging. The wine is dense and layered with acidity as well as beautiful fruitiness. Drink from 2018.",Cuvée Juliette,90,34.0,Burgundy,Bourgogne Epineuil,,Roger Voss,@vossroger,Domaine Dominique Gruhier 2013 Cuvée Juliette  (Bourgogne Epineuil),Pinot Noir,Domaine Dominique Gruhier
26346,France,"Set in the southern half of the Pauillac appellation, this estate still is not expressing the quality of its vineyard location. The wine is firm, lean with tight acidity and dry tannins. It will soften, although not by much.",,86,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Croizet-Bages 2013  Pauillac,Bordeaux-style Red Blend,Château Croizet-Bages
65492,France,"A rounded, fruity wine, packed with yellow peaches and apricots, but held in check by freshness, green herbs and a firm, steely character. It's not a wine to age for long, but it is delicious, and very seductive now.",Mont-de-Milieu Premier Cru,90,30.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2005 Mont-de-Milieu Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre
89297,France,"Although this wine does not come from a premier-cru vineyard, it hails from a single vineyard that regularly produces delicious white wines. This bottling, rich as befits the year, also has an attractive bright, crisp edge that contrasts with the warm yellow fruits. Drink the wine from 2019.",Château de Chamirey En Pierrelet,90,40.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2015 Château de Chamirey En Pierrelet  (Mercurey),Chardonnay,Domaines Devillard
84828,France,"Firmly structured, this dark wine has smoky tannins and intense acidity combined in a texture that is dusty, almost dry at the core. Over this the ripe red fruits are spread thickly, giving a powerful concentrated wine that will age well. Drink from 2022.",,95,279.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Domaine Faiveley 2014  Echézeaux,Pinot Noir,Domaine Faiveley
96553,France,"A slightly herbal edge and floral notes mingle with the dark berry and cherry aromas. Hints of tobacco and soft sweet spice add depth to the mouth, which is otherwise bright and vibrant but also straightforward. Drink now.",Cuvée Arthur,87,25.0,Languedoc-Roussillon,Minervois,,Lauren Buzzeo,@laurbuzz,Château Cabezac 2007 Cuvée Arthur Red (Minervois),Rhône-style Red Blend,Château Cabezac
98173,France,"From the same ownership as Larose Trintaudon, this wine is firm while also having juicy red-currant fruit and intense acidity. The two characteristics are still working it out in this young wine. Wait to drink until 2018.",,88,40.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Larose Perganson 2013  Haut-Médoc,Bordeaux-style Red Blend,Château Larose Perganson
43956,France,"Perfumed and deliciously aromatic, this is full of bright fruitiness, with a lemon zest tang and lively acidity. Great as an apéritif, it's ready to drink now.",Brut,87,20.0,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Wolfberger NV Brut Riesling (Crémant d'Alsace),Riesling,Wolfberger
25413,France,"Produced by a négociant based in Nuits-Saint-Georges, this is a ripe, Burgundian take on Beaujolais. This creates a full, plum and black cherry flavored wine where the tannins have been cushioned by the generous fruit. It does have the typical acidity and freshness of the year to give a lift. Drink now.",,90,15.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Vaucher Père et Fils 2014  Fleurie,Gamay,Vaucher Père et Fils
99701,France,Perfumed wood and fruit flavors show strongly in this wine. It has firm tannins as well as juicy acidity from the red currant and berry fruits. Jean-François Renaud's vineyard will be certified organic next year and the winery is powered by photovoltaic panels. Drink from 2018. Part of the Robin wine group.,Collection Grande Réserve,86,,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château le Grand Moulin 2014 Collection Grande Réserve  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château le Grand Moulin
71292,France,"A rich wine with some tropical fruit character fixed firmly in a very mineral context. Very firm and rich, there is a grapefruit character to the texture. A fresh finish rounds it off.",Les Duchesses,89,32.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Laporte 2008 Les Duchesses  (Pouilly-Fumé),Sauvignon Blanc,Domaine Laporte
47092,France,"This crisp and fruity blend is dominated by 80% Cabernet Sauvignon. The wine is bright with intense, refreshing acidity and a lively aftertaste. Drink now.",Chai de Bordes,85,13.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Cheval Quancard 2016 Chai de Bordes Rosé (Bordeaux Rosé),Rosé,Cheval Quancard
35752,France,"A weighty wine that has black fruits, solid tannins and richness. It has a dense layer of spice and fruit that has acidity as well as juiciness. Worth aging for 6–12 months.",Hiver Gourmand,86,,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2010 Hiver Gourmand  (Morgon),Gamay,Vignerons de Bel Air
51904,France,"Now in golden maturity, this is a smooth, unctuous and ripe wine. Honey is the dominant character, a perfumed wild flower honey that is layered with intense acidity that lifts the wine in a beautiful way. A sweet wine yes, but one that is so balanced.",Cuvée le Paon,93,,Loire Valley,Coteaux du Layon,,Roger Voss,@vossroger,Domaine des Baumard 2003 Cuvée le Paon Chenin Blanc (Coteaux du Layon),Chenin Blanc,Domaine des Baumard
77820,France,"Baked red apple, soft peach and a touch of whole vanilla bean fill the bouquet, while notes of clementine rind and soft wood develop in the mouth. Round but not fat with medium acid and a solid finish. Drink now.",Sud de France Réserve,88,15.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Robert Skalli 2008 Sud de France Réserve Chardonnay (Vin de Pays d'Oc),Chardonnay,Robert Skalli
37498,France,"Jaboulet's Condrieu program takes a huge step forward with this release, which artfully combines barrel fermentation and aging with just-ripe Viognier into a compelling and cohesive whole. The toast and baking-spice elements provide the right amount of restraint to the tropical fruit notes, which then finish with tremendous, mouthwatering length. Drink now–2020.",Domaine de Grands Amandiers,93,100.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,Paul Jaboulet Aîné 2010 Domaine de Grands Amandiers  (Condrieu),Viognier,Paul Jaboulet Aîné
60021,France,"This estate, owned by the same family since 1787, has amazing stocks of old sweet wines maturing in its cellars. With red apple, honey and apricot aromas, this wine, mature and yet so fresh, is proof of the aging ability of Chenin Blanc. It is the balance between the ripe honeyed flavors and the intense acidity that keeps it so vibrant. Drink this superb wine now.",,95,55.0,Loire Valley,Coteaux du Layon,,Roger Voss,@vossroger,Moulin Touchais 1996 Chenin Blanc (Coteaux du Layon),Chenin Blanc,Moulin Touchais
102969,France,"This young and structured wine has ample fresh red-currant fruitiness, but is ensconced in dry tannins that will soften over the next few years. The wine holds good potential, with its bright fruit and final acidity. Drink from 2019.",Les Chaumées Premier Cru,93,65.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2013 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,Au Pied du Mont Chauve
30032,France,"In this ripe wine, yellow fruits, cinnamon and ripe herbs are melded into a harmonious whole. Great acidity offers a juicy core to this well-balanced wine. Drink now for its great refreshing character.",Clos du Four,90,35.0,Burgundy,Mâcon-Milly Lamartine,,Roger Voss,@vossroger,Christophe Cordier 2013 Clos du Four  (Mâcon-Milly Lamartine),Chardonnay,Christophe Cordier
20491,France,"Aromas of white clover, carnation and lime leaf lead the nose of this crisp and easy white. Fruity tones of underripe peach and melon rind unfold on the palate, coupled with zippy lime-like acidity and a saline streak that lifts the close. Drink up.",,85,13.0,Languedoc-Roussillon,Languedoc,,Lauren Buzzeo,@laurbuzz,Saint-Jean des Sources 2015 Picpoul (Languedoc),Picpoul,Saint-Jean des Sources
31822,France,"With considerable botrytis, this wine is intense and rich. It's still tight at this stage, structured with layers of spice and fruit. Drink from 2021.",Chartreuse,90,35.0,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Coutet 2014 Chartreuse  (Barsac),Bordeaux-style White Blend,Château Coutet
85287,France,"This is a rich smooth wine, full of delicious citrus and apple-fruit flavors. It is ripe, still with signs of wood aging that add a juicy character to the wine. It is developing well and should be ready to drink from 2018.",Champlots Premier Cru,90,75.0,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Roux Père et Fils 2014 Champlots Premier Cru  (Saint-Aubin),Chardonnay,Roux Père et Fils
54393,France,"This is a structured wine with rich, concentrated fruits. It has a strong mineral content along with a tense texture. Tropical fruit flavors come through on the rich, opulent finish.",Morgeot Premier Cru,92,70.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Louis Latour 2010 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Louis Latour
88306,France,"Emphasizing the fruity side of Malbec, this ripe, black-fruited wine is smooth and forward, with tobacco, spice and delicious, solid, berry fruit flavors. Acidity weaves through this ready-to-drink wine.",Purple,86,13.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Lagrézette 2009 Purple Malbec (Cahors),Malbec,Château Lagrézette
12932,France,"Dried black raspberry and cherry fruit aromas are accented by hints of forest floor, licorice and sweet spice on the nose of this Syrah, Grenache and Carignan blend. The medium-weight palate offers plum- and cherry-skin flavors, while a peppery spice lingers on the finish alongside a firm tannic grip.",Les Vingt Marches,90,28.0,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,,Lauren Buzzeo,@laurbuzz,Les Vignerons de Tautavel Vingrau 2009 Les Vingt Marches Red (Côtes du Roussillon Villages Tautavel),Rhône-style Red Blend,Les Vignerons de Tautavel Vingrau
37063,France,"The Buzet co-op's top brand, this is big, powerful and rich. It is dominated by blackberry jelly and sweet plums, as well as firm tannins. The palate is weighty, solid, maybe missing freshness but certainly giving good intensity.",Baron d'Ardeuil Vieilles Vignes,88,17.0,Southwest France,Buzet,,Roger Voss,@vossroger,Vignerons de Buzet 2005 Baron d'Ardeuil Vieilles Vignes Red (Buzet),Bordeaux-style Red Blend,Vignerons de Buzet
100216,France,"Lemon plays on the nose alongside hints of shortbread. The palate has a lovely rich creaminess and very fine elegant mousse, creating an impression of light-bodied richness. This is sophisticated and dry, elegant and creamy—very grown-up and utterly delicious.",Comète,92,27.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Vignoble des 2 Lunes 2013 Comète Sparkling (Crémant d'Alsace),Sparkling Blend,Vignoble des 2 Lunes
